SECT,Single-File,DRGN0.BIN,5655,Forest,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5656,Seles,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5657,Hellena Prison,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5658,Prairie,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5659,Limestone Cave,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5660,Bale,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5661,Hoax,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5662,Hoax after Battle,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5663,Marshlands,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5664,Volcano Villude,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5665,Nest of the Dragon,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5666,Lohan,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5667,Shrine of Shirley,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5668,Kazas,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5669,Fletz,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5670,Barrens,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5671,Donau,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5672,Valley of Corrupted Gravity,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5673,Home of Gigantos,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5674,Lidiera,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5675,Undersea Cavern,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5676,Fueno,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5677,Furni,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5678,Evergreen Forest,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5679,Deningrad,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5680,Deningrad After Divine Dragon Attack,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5681,Neet,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5682,Dummy,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5683,Mountain of Mortal Dragon,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5684,Kashua Glacier,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5685,Snowfield,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5686,Vellweb,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5687,Death Frontier,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5688,Ulara,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5689,Zenebatos,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5690,World Map,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5691,Aglis,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5692,Rouge,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5693,Divine Tree,TIM: 8-Bit CLUT,NONE
SECT,Single-File,DRGN0.BIN,5694,World Map 2,TIM: 8-Bit CLUT,NONE
